Chr,Start,End,Protein
12,296095,296114,Fkh2
12,296264,296283,Fkh2
12,296521,296540,Fkh2
12,297415,297437,Fkh2
12,298669,298691,Fkh2
12,299107,299129,Fkh2
12,303026,303048,Fkh2
12,303765,303787,Fkh2
12,304965,304987,Fkh2
12,308410,308429,Fkh2
12,309921,309943,Fkh2
12,310376,310398,Fkh2
12,311040,311062,Fkh2
12,311136,311155,Fkh2
12,312640,312659,Fkh2
12,317280,317302,Fkh2
12,317680,317702,Fkh2
12,317796,317815,Fkh2
12,322385,322404,Fkh2
12,322636,322655,Fkh2
12,324789,324811,Fkh2
12,325644,325666,Fkh2
12,326499,326518,Fkh2
12,330055,330077,Fkh2
12,331451,331470,Fkh2
12,334175,334197,Fkh2
12,337496,337515,Fkh2
12,339047,339069,Fkh2
12,341028,341047,Fkh2
12,341279,341301,Fkh2
12,344596,344615,Fkh2
12,346058,346077,Fkh2
12,346244,346263,Fkh2
12,346618,346637,Fkh2
12,346682,346704,Fkh2
12,348531,348553,Fkh2
12,349075,349097,Fkh2
12,350630,350649,Fkh2
12,351448,351470,Fkh2
12,352040,352059,Fkh2
12,352243,352265,Fkh2
12,353300,353322,Fkh2
12,354308,354327,Fkh2
12,368737,368759,Fkh2
12,368761,368783,Fkh2
12,369400,369419,Fkh2
12,369692,369714,Fkh2
12,373247,373266,Fkh2
12,373325,373344,Fkh2
12,374071,374093,Fkh2
12,376961,376983,Fkh2
12,382702,382721,Fkh2
12,384795,384814,Fkh2
12,387261,387280,Fkh2
12,387651,387670,Fkh2
12,389279,389301,Fkh2
12,389435,389457,Fkh2
12,396213,396232,Fkh2
12,404450,404472,Fkh2
12,405484,405506,Fkh2
12,406413,406435,Fkh2
12,407028,407047,Fkh2
12,407163,407182,Fkh2
12,408844,408866,Fkh2
12,410683,410705,Fkh2
12,410688,410710,Fkh2
12,412825,412847,Fkh2
12,412828,412850,Fkh2
12,414745,414767,Fkh2
12,414762,414784,Fkh2
12,415550,415572,Fkh2
12,419647,419666,Fkh2
12,420324,420346,Fkh2
12,421445,421464,Fkh2
12,428194,428216,Fkh2
12,432028,432047,Fkh2
12,436606,436625,Fkh2
12,440068,440090,Fkh2
12,440665,440687,Fkh2
12,441136,441158,Fkh2
12,441193,441215,Fkh2
12,442208,442227,Fkh2
12,448133,448155,Fkh2
12,450869,450888,Fkh2
12,451815,451837,Fkh2
12,458754,458776,Fkh2
12,459077,459096,Fkh2
12,460952,460974,Fkh2
12,467891,467913,Fkh2
12,468214,468233,Fkh2
12,476805,476827,Fkh2
12,477245,477267,Fkh2
12,477259,477281,Fkh2
12,480063,480085,Fkh2
12,480066,480088,Fkh2
12,489783,489805,Fkh2
12,495669,495691,Fkh2
12,497613,497635,Fkh2
12,498189,498208,Fkh2
12,499470,499489,Fkh2
12,507119,507141,Fkh2
12,508117,508139,Fkh2
12,509399,509421,Fkh2
12,510265,510287,Fkh2
12,510691,510713,Fkh2
12,511544,511566,Fkh2
12,511628,511650,Fkh2
12,513061,513083,Fkh2
12,513841,513863,Fkh2
12,515022,515044,Fkh2
12,516958,516977,Fkh2
12,517821,517843,Fkh2
12,518147,518166,Fkh2
12,520412,520431,Fkh2
12,522602,522621,Fkh2
12,522845,522867,Fkh2
12,524587,524606,Fkh2
12,525744,525766,Fkh2
12,527337,527356,Fkh2
12,527412,527431,Fkh2
12,531644,531663,Fkh2
12,532758,532780,Fkh2
12,533218,533237,Fkh2
12,533291,533310,Fkh2
12,534507,534526,Fkh2
12,535982,536004,Fkh2
12,535985,536007,Fkh2
12,539903,539922,Fkh2
12,541586,541605,Fkh2
12,541929,541951,Fkh2
12,541937,541959,Fkh2
12,542239,542261,Fkh2
12,542888,542910,Fkh2
12,547644,547663,Fkh2
12,548402,548421,Fkh2
12,548816,548838,Fkh2
12,554019,554041,Fkh2
12,554134,554153,Fkh2
12,554525,554544,Fkh2
12,555311,555333,Fkh2
12,555314,555336,Fkh2
12,555329,555351,Fkh2
12,555554,555576,Fkh2
12,555650,555672,Fkh2
12,555692,555714,Fkh2
12,555731,555753,Fkh2
12,556205,556227,Fkh2
12,556247,556269,Fkh2
12,556277,556299,Fkh2
12,556307,556329,Fkh2
12,559213,559235,Fkh2
12,559216,559238,Fkh2
12,559222,559244,Fkh2
12,561841,561860,Fkh2
12,561852,561874,Fkh2
12,562869,562888,Fkh2
12,565253,565275,Fkh2
12,570660,570682,Fkh2
12,570663,570685,Fkh2
12,572129,572151,Fkh2
12,572721,572743,Fkh2
12,574104,574123,Fkh2
12,576169,576191,Fkh2
12,582000,582019,Fkh2
12,582591,582613,Fkh2
12,584063,584082,Fkh2
12,584789,584811,Fkh2
12,585524,585543,Fkh2
12,588036,588058,Fkh2
12,594951,594973,Fkh2
12,594954,594976,Fkh2
12,597758,597780,Fkh2
12,597772,597794,Fkh2
12,598212,598234,Fkh2
12,600425,600447,Fkh2
12,601654,601676,Fkh2
12,601678,601700,Fkh2
12,601880,601902,Fkh2
12,602239,602258,Fkh2
12,604755,604777,Fkh2
12,608380,608399,Fkh2
12,609695,609714,Fkh2
12,610992,611014,Fkh2
12,611248,611267,Fkh2
12,613039,613058,Fkh2
12,613241,613263,Fkh2
12,614600,614619,Fkh2
12,614770,614789,Fkh2
12,622846,622868,Fkh2
12,624737,624759,Fkh2
12,626989,627008,Fkh2
12,630715,630734,Fkh2
12,640642,640664,Fkh2
12,641584,641603,Fkh2
12,644283,644305,Fkh2
12,646965,646987,Fkh2
12,648611,648633,Fkh2
12,649328,649347,Fkh2
12,652630,652652,Fkh2
12,652633,652655,Fkh2
12,655893,655915,Fkh2
12,656792,656811,Fkh2
12,657944,657966,Fkh2
12,658110,658129,Fkh2
12,663037,663056,Fkh2
12,666069,666091,Fkh2
12,667985,668007,Fkh2
12,667988,668010,Fkh2
12,668000,668022,Fkh2
12,668417,668436,Fkh2
12,668900,668919,Fkh2
12,669211,669233,Fkh2
12,669597,669619,Fkh2
12,671360,671382,Fkh2
12,671689,671711,Fkh2
12,672800,672822,Fkh2
12,674263,674282,Fkh2
12,676029,676051,Fkh2
12,677414,677436,Fkh2
12,680085,680104,Fkh2
12,682400,682419,Fkh2
12,685610,685629,Fkh2
12,687301,687320,Fkh2
12,688018,688037,Fkh2
12,688221,688243,Fkh2
12,690099,690121,Fkh2
12,691370,691392,Fkh2
12,695355,695377,Fkh2
12,697067,697086,Fkh2
12,699465,699487,Fkh2
12,700054,700076,Fkh2
12,700305,700327,Fkh2
12,700314,700336,Fkh2
12,700746,700768,Fkh2
12,700767,700789,Fkh2
12,701095,701117,Fkh2
12,701311,701330,Fkh2
12,701897,701916,Fkh2
12,702582,702601,Fkh2
12,702997,703019,Fkh2
12,703759,703781,Fkh2
12,704021,704040,Fkh2
12,704353,704375,Fkh2
12,705243,705265,Fkh2
12,710276,710298,Fkh2
12,710354,710376,Fkh2
12,710577,710596,Fkh2
12,710585,710604,Fkh2
12,714952,714971,Fkh2
12,714974,714993,Fkh2
12,715599,715618,Fkh2
12,717090,717109,Fkh2
12,718304,718326,Fkh2
12,719487,719509,Fkh2
12,720828,720850,Fkh2
12,723359,723381,Fkh2
12,725894,725913,Fkh2
12,728162,728181,Fkh2
12,728197,728219,Fkh2
12,728381,728400,Fkh2
12,728429,728448,Fkh2
12,728912,728931,Fkh2
12,730607,730626,Fkh2
12,730790,730812,Fkh2
12,731368,731390,Fkh2
12,731458,731477,Fkh2
12,735029,735051,Fkh2
12,735136,735155,Fkh2
12,738518,738540,Fkh2
12,738784,738806,Fkh2
12,739087,739106,Fkh2
12,739368,739390,Fkh2
12,741284,741306,Fkh2
12,741869,741891,Fkh2
12,744923,744945,Fkh2
12,745549,745568,Fkh2
12,747879,747898,Fkh2
12,750222,750241,Fkh2
12,750504,750523,Fkh2
12,750904,750926,Fkh2
12,751668,751690,Fkh2
12,754182,754204,Fkh2
12,756401,756423,Fkh2
12,757151,757173,Fkh2
12,757397,757419,Fkh2
12,758378,758400,Fkh2
12,762836,762858,Fkh2
12,762839,762861,Fkh2
12,764232,764254,Fkh2
12,764617,764639,Fkh2
12,765653,765672,Fkh2
12,765966,765988,Fkh2
12,766767,766789,Fkh2
12,767710,767729,Fkh2
12,776948,776970,Fkh2
12,777374,777396,Fkh2
12,777382,777404,Fkh2
12,780988,781010,Fkh2
12,781897,781916,Fkh2
12,786360,786379,Fkh2
12,786487,786506,Fkh2
12,788352,788374,Fkh2
12,788357,788379,Fkh2
12,788789,788808,Fkh2
12,788954,788976,Fkh2
12,789563,789582,Fkh2
12,792195,792214,Fkh2
12,792667,792686,Fkh2
12,798249,798271,Fkh2
12,799136,799158,Fkh2
12,799589,799608,Fkh2
12,800772,800794,Fkh2
12,801019,801041,Fkh2
12,812756,812778,Fkh2
12,814105,814127,Fkh2
12,818968,818987,Fkh2
12,820613,820632,Fkh2
12,822682,822704,Fkh2
12,829243,829265,Fkh2
12,833782,833801,Fkh2
12,835730,835752,Fkh2
12,841216,841238,Fkh2
12,843438,843460,Fkh2
12,843441,843463,Fkh2
12,847052,847071,Fkh2
12,850052,850071,Fkh2
12,850646,850668,Fkh2
12,851142,851161,Fkh2
12,851231,851253,Fkh2
12,851274,851296,Fkh2
12,855513,855532,Fkh2
12,855990,856009,Fkh2
12,856174,856193,Fkh2
12,860939,860961,Fkh2
12,864451,864470,Fkh2
12,866862,866881,Fkh2
12,867325,867344,Fkh2
12,868108,868127,Fkh2
12,868239,868258,Fkh2
12,869214,869236,Fkh2
12,871376,871395,Fkh2
12,872694,872713,Fkh2
12,874038,874060,Fkh2
12,874402,874424,Fkh2
12,875649,875671,Fkh2
12,877914,877933,Fkh2
12,879660,879682,Fkh2
12,881868,881887,Fkh2
12,884863,884885,Fkh2
12,889276,889298,Fkh2
12,891015,891037,Fkh2
12,893350,893372,Fkh2
12,893353,893375,Fkh2
12,894126,894145,Fkh2
12,898445,898467,Fkh2
12,898453,898475,Fkh2
12,898826,898845,Fkh2
12,901441,901463,Fkh2
12,903090,903112,Fkh2
12,903617,903636,Fkh2
12,903795,903814,Fkh2
12,905423,905445,Fkh2
12,906356,906375,Fkh2
12,907562,907584,Fkh2
12,908095,908114,Fkh2
12,908721,908740,Fkh2
12,911433,911452,Fkh2
12,915486,915505,Fkh2
12,917050,917072,Fkh2
12,921635,921654,Fkh2
12,922148,922167,Fkh2
12,926348,926370,Fkh2
12,926482,926504,Fkh2
12,926787,926806,Fkh2
12,927708,927730,Fkh2
12,927925,927947,Fkh2
12,928786,928808,Fkh2
12,929028,929050,Fkh2
12,930086,930105,Fkh2
12,932698,932717,Fkh2
12,933114,933133,Fkh2
12,933255,933277,Fkh2
12,939184,939206,Fkh2
12,942546,942568,Fkh2
12,942915,942934,Fkh2
12,943215,943234,Fkh2
12,945848,945870,Fkh2
12,945862,945884,Fkh2
12,946302,946324,Fkh2
12,947207,947229,Fkh2
12,952612,952631,Fkh2
12,953677,953699,Fkh2
12,953761,953783,Fkh2
12,955799,955821,Fkh2
12,959224,959243,Fkh2
12,959498,959520,Fkh2
12,960063,960082,Fkh2
12,960173,960192,Fkh2
12,961457,961476,Fkh2
12,962403,962422,Fkh2
12,963050,963072,Fkh2
12,963058,963080,Fkh2
12,963218,963237,Fkh2
12,966085,966104,Fkh2
12,966441,966460,Fkh2
12,977008,977030,Fkh2
12,977022,977044,Fkh2
12,979658,979677,Fkh2
12,979958,979977,Fkh2
12,980324,980346,Fkh2
12,985669,985688,Fkh2
12,988507,988526,Fkh2
12,993415,993434,Fkh2
12,997197,997219,Fkh2
12,1003368,1003390,Fkh2
12,1009739,1009761,Fkh2
12,1011946,1011968,Fkh2
12,1011955,1011977,Fkh2
12,1011958,1011980,Fkh2
12,1012099,1012118,Fkh2
12,1012456,1012478,Fkh2
12,1013882,1013901,Fkh2
12,1014187,1014209,Fkh2
12,1019015,1019037,Fkh2
12,1019170,1019192,Fkh2
12,1019898,1019920,Fkh2
12,1020912,1020934,Fkh2
12,1021473,1021492,Fkh2
12,1021860,1021879,Fkh2
12,1022476,1022495,Fkh2
12,1022823,1022842,Fkh2
12,1023506,1023528,Fkh2
12,1023740,1023762,Fkh2
12,1024276,1024298,Fkh2
12,1024318,1024340,Fkh2
12,1024451,1024473,Fkh2
12,1024902,1024921,Fkh2
12,1024993,1025012,Fkh2
12,1026598,1026620,Fkh2
12,1027987,1028009,Fkh2
12,1030255,1030274,Fkh2
12,1031933,1031952,Fkh2
12,1033185,1033204,Fkh2
12,1035709,1035731,Fkh2
12,1035952,1035974,Fkh2
12,1037341,1037360,Fkh2
12,1039304,1039323,Fkh2
12,1040297,1040316,Fkh2
12,1042382,1042401,Fkh2
12,1043270,1043289,Fkh2
12,1043643,1043665,Fkh2
12,1051649,1051668,Fkh2
12,1052039,1052058,Fkh2
12,1053330,1053349,Fkh2
12,1053334,1053353,Fkh2
12,1054730,1054752,Fkh2
12,1057407,1057429,Fkh2
12,1059098,1059117,Fkh2
12,1063519,1063538,Fkh2
12,1064288,1064310,Fkh2
12,1064730,1064749,Fkh2
12,1065049,1065071,Fkh2
12,1065065,1065087,Fkh2
12,1065870,1065889,Fkh2
12,1067431,1067453,Fkh2
12,1071417,1071436,Fkh2
12,1072422,1072441,Fkh2
12,1074094,1074116,Fkh2
12,1078080,1078099,Fkh2
13,260,279,Fkh2
13,3884,3906,Fkh2
13,4751,4770,Fkh2
13,5555,5577,Fkh2
13,9584,9603,Fkh2
13,11682,11701,Fkh2
13,12842,12864,Fkh2
13,13765,13787,Fkh2
13,13808,13827,Fkh2
13,14175,14194,Fkh2
13,14361,14383,Fkh2
13,16550,16569,Fkh2
13,18583,18605,Fkh2
13,21361,21383,Fkh2
13,23731,23750,Fkh2
13,30343,30365,Fkh2
13,30430,30449,Fkh2
13,30433,30455,Fkh2
13,30878,30900,Fkh2
13,33684,33706,Fkh2
13,35662,35684,Fkh2
13,35665,35687,Fkh2
13,35677,35699,Fkh2
13,35729,35751,Fkh2
13,36033,36055,Fkh2
13,36817,36836,Fkh2
13,38797,38819,Fkh2
13,39331,39353,Fkh2
13,40035,40054,Fkh2
13,46399,46421,Fkh2
13,49261,49280,Fkh2
13,53662,53681,Fkh2
13,54841,54860,Fkh2
13,56700,56722,Fkh2
13,57677,57699,Fkh2
13,59110,59132,Fkh2
13,60524,60546,Fkh2
13,62400,62419,Fkh2
13,62925,62947,Fkh2
13,64652,64671,Fkh2
13,65921,65943,Fkh2
13,65924,65946,Fkh2
13,65927,65949,Fkh2
13,65930,65952,Fkh2
13,65933,65955,Fkh2
13,65939,65961,Fkh2
13,65971,65990,Fkh2
13,66747,66766,Fkh2
13,68007,68029,Fkh2
13,70029,70048,Fkh2
13,71891,71910,Fkh2
13,73820,73839,Fkh2
13,82126,82145,Fkh2
13,82797,82816,Fkh2
13,85524,85546,Fkh2
13,90272,90294,Fkh2
13,91408,91430,Fkh2
13,98863,98882,Fkh2
13,99491,99513,Fkh2
13,99496,99518,Fkh2
13,99501,99523,Fkh2
13,100455,100474,Fkh2
13,100592,100614,Fkh2
13,104466,104488,Fkh2
13,105510,105532,Fkh2
13,105594,105616,Fkh2
13,113030,113052,Fkh2
13,113038,113060,Fkh2
13,115582,115604,Fkh2
13,122585,122604,Fkh2
13,123371,123393,Fkh2
13,124008,124030,Fkh2
13,124187,124209,Fkh2
13,128024,128046,Fkh2
13,129423,129442,Fkh2
13,129630,129652,Fkh2
13,130011,130033,Fkh2
13,130236,130255,Fkh2
13,131199,131218,Fkh2
13,131911,131930,Fkh2
13,132360,132379,Fkh2
13,137797,137819,Fkh2
13,138297,138316,Fkh2
13,140024,140043,Fkh2
13,140372,140391,Fkh2
13,146016,146035,Fkh2
13,147240,147259,Fkh2
13,148657,148679,Fkh2
13,155301,155323,Fkh2
13,156127,156146,Fkh2
13,158287,158306,Fkh2
13,159617,159639,Fkh2
13,160728,160747,Fkh2
13,162932,162954,Fkh2
13,166976,166998,Fkh2
13,168995,169014,Fkh2
13,169471,169493,Fkh2
13,169474,169496,Fkh2
13,169477,169499,Fkh2
13,169480,169502,Fkh2
13,169483,169505,Fkh2
13,169501,169523,Fkh2
13,170225,170244,Fkh2
13,173000,173019,Fkh2
13,173346,173368,Fkh2
13,173524,173546,Fkh2
13,173551,173573,Fkh2
13,176379,176401,Fkh2
13,178351,178370,Fkh2
13,179116,179138,Fkh2
13,179871,179890,Fkh2
13,180162,180184,Fkh2
13,181078,181100,Fkh2
13,181549,181571,Fkh2
13,185974,185996,Fkh2
13,185977,185999,Fkh2
13,188781,188803,Fkh2
13,188795,188817,Fkh2
13,189235,189257,Fkh2
13,192118,192140,Fkh2
13,192987,193009,Fkh2
13,194675,194694,Fkh2
13,195060,195079,Fkh2
13,198141,198163,Fkh2
13,198144,198166,Fkh2
13,200948,200970,Fkh2
13,200962,200984,Fkh2
13,201402,201424,Fkh2
13,203151,203170,Fkh2
13,203186,203208,Fkh2
13,206165,206184,Fkh2
13,209320,209339,Fkh2
13,210518,210537,Fkh2
13,212463,212482,Fkh2
13,213337,213359,Fkh2
13,213923,213945,Fkh2
13,215185,215204,Fkh2
13,215945,215967,Fkh2
13,218233,218252,Fkh2
13,220828,220850,Fkh2
13,223332,223351,Fkh2
13,226758,226777,Fkh2
13,228261,228283,Fkh2
13,230053,230075,Fkh2
13,232256,232275,Fkh2
13,234025,234047,Fkh2
13,236010,236029,Fkh2
13,236078,236100,Fkh2
13,236672,236691,Fkh2
13,238297,238319,Fkh2
13,238303,238325,Fkh2
13,238306,238328,Fkh2
13,238309,238331,Fkh2
13,238693,238715,Fkh2
13,242508,242530,Fkh2
13,243895,243917,Fkh2
13,245691,245713,Fkh2
13,246674,246696,Fkh2
13,248957,248979,Fkh2
13,252502,252524,Fkh2
13,254415,254437,Fkh2
13,254571,254593,Fkh2
13,255653,255675,Fkh2
13,258735,258754,Fkh2
13,258750,258772,Fkh2
13,259065,259084,Fkh2
13,260041,260060,Fkh2
13,261403,261422,Fkh2
13,261638,261657,Fkh2
13,272278,272300,Fkh2
13,272281,272303,Fkh2
13,272284,272306,Fkh2
13,272845,272867,Fkh2
13,273003,273022,Fkh2
13,273646,273668,Fkh2
13,275020,275042,Fkh2
13,276442,276464,Fkh2
13,279930,279949,Fkh2
13,281073,281092,Fkh2
13,289247,289269,Fkh2
13,291597,291619,Fkh2
13,294984,295003,Fkh2
13,295520,295539,Fkh2
13,296545,296567,Fkh2
13,298548,298570,Fkh2
13,302129,302151,Fkh2
13,302528,302547,Fkh2
13,304583,304605,Fkh2
13,304958,304980,Fkh2
13,305453,305475,Fkh2
13,305456,305478,Fkh2
13,311588,311610,Fkh2
13,313444,313463,Fkh2
13,313868,313890,Fkh2
13,316113,316135,Fkh2
13,317145,317164,Fkh2
13,321613,321632,Fkh2
13,321672,321694,Fkh2
13,322033,322055,Fkh2
13,323178,323197,Fkh2
13,323261,323283,Fkh2
13,324144,324163,Fkh2
13,327229,327251,Fkh2
13,334349,334371,Fkh2
13,335092,335111,Fkh2
13,336995,337017,Fkh2
13,338346,338368,Fkh2
13,338388,338407,Fkh2
13,341780,341802,Fkh2
13,342583,342605,Fkh2
13,344594,344613,Fkh2
13,344724,344746,Fkh2
13,345936,345958,Fkh2
13,346789,346811,Fkh2
13,347033,347055,Fkh2
13,350078,350100,Fkh2
13,350291,350310,Fkh2
13,351692,351714,Fkh2
13,354238,354260,Fkh2
13,354256,354278,Fkh2
13,354406,354428,Fkh2
13,354538,354560,Fkh2
13,354544,354566,Fkh2
13,354547,354569,Fkh2
13,354550,354572,Fkh2
13,354556,354578,Fkh2
13,354586,354608,Fkh2
13,354589,354611,Fkh2
13,354592,354614,Fkh2
13,357602,357624,Fkh2
13,361089,361111,Fkh2
13,361092,361114,Fkh2
13,365070,365092,Fkh2
13,365140,365162,Fkh2
13,365236,365258,Fkh2
13,365389,365411,Fkh2
13,365422,365444,Fkh2
13,365740,365762,Fkh2
13,366604,366626,Fkh2
13,366657,366679,Fkh2
13,367521,367540,Fkh2
13,367998,368017,Fkh2
13,373969,373991,Fkh2
13,373983,374005,Fkh2
13,376787,376809,Fkh2
13,376790,376812,Fkh2
13,379411,379430,Fkh2
13,379430,379452,Fkh2
13,380904,380926,Fkh2
13,383043,383062,Fkh2
13,387245,387264,Fkh2
13,388009,388031,Fkh2
13,388340,388362,Fkh2
13,388990,389009,Fkh2
13,389032,389054,Fkh2
13,390344,390366,Fkh2
13,393121,393143,Fkh2
13,395277,395296,Fkh2
13,397693,397712,Fkh2
13,398459,398478,Fkh2
13,399532,399551,Fkh2
13,407486,407505,Fkh2
13,408096,408115,Fkh2
13,409188,409210,Fkh2
13,409200,409222,Fkh2
13,409215,409237,Fkh2
13,409448,409470,Fkh2
13,409508,409530,Fkh2
13,411450,411472,Fkh2
13,411548,411570,Fkh2
13,418307,418329,Fkh2
13,418310,418332,Fkh2
13,422408,422427,Fkh2
13,423221,423240,Fkh2
13,424795,424814,Fkh2
13,425006,425025,Fkh2
13,426142,426161,Fkh2
13,431925,431947,Fkh2
13,432961,432980,Fkh2
13,433547,433566,Fkh2
13,435946,435965,Fkh2
13,441188,441207,Fkh2
13,444303,444322,Fkh2
13,449576,449598,Fkh2
13,451151,451170,Fkh2
13,451604,451623,Fkh2
13,452179,452201,Fkh2
13,452556,452578,Fkh2
13,453479,453498,Fkh2
13,458469,458491,Fkh2
13,459087,459109,Fkh2
13,460717,460736,Fkh2
13,460907,460926,Fkh2
13,461209,461228,Fkh2
13,462382,462401,Fkh2
13,465783,465805,Fkh2
13,466014,466033,Fkh2
13,469055,469074,Fkh2
13,478098,478120,Fkh2
13,481250,481269,Fkh2
13,481719,481741,Fkh2
13,482153,482172,Fkh2
13,483083,483105,Fkh2
13,484436,484455,Fkh2
13,485314,485333,Fkh2
13,486951,486973,Fkh2
13,493150,493169,Fkh2
13,494179,494198,Fkh2
13,494905,494924,Fkh2
13,496317,496336,Fkh2
13,497642,497661,Fkh2
13,500153,500175,Fkh2
13,500691,500710,Fkh2
13,501979,501998,Fkh2
13,503409,503428,Fkh2
13,504135,504154,Fkh2
13,508249,508271,Fkh2
13,514739,514761,Fkh2
13,515564,515586,Fkh2
13,515567,515589,Fkh2
13,515570,515592,Fkh2
13,515576,515598,Fkh2
13,515770,515792,Fkh2
13,518846,518865,Fkh2
13,519763,519785,Fkh2
13,520680,520702,Fkh2
13,521975,521997,Fkh2
13,522458,522480,Fkh2
13,524392,524411,Fkh2
13,526013,526035,Fkh2
13,527903,527922,Fkh2
13,527905,527927,Fkh2
13,531156,531178,Fkh2
13,535167,535189,Fkh2
13,536632,536654,Fkh2
13,537179,537201,Fkh2
13,540468,540490,Fkh2
13,541442,541464,Fkh2
13,542423,542445,Fkh2
13,545245,545264,Fkh2
13,546071,546093,Fkh2
13,547386,547408,Fkh2
13,551877,551896,Fkh2
13,552223,552242,Fkh2
13,553127,553146,Fkh2
13,556050,556072,Fkh2
13,557437,557456,Fkh2
13,558876,558898,Fkh2
13,559214,559236,Fkh2
13,560388,560407,Fkh2
13,560598,560620,Fkh2
13,562873,562892,Fkh2
13,564478,564500,Fkh2
13,564858,564880,Fkh2
13,565092,565114,Fkh2
13,565515,565534,Fkh2
13,566904,566926,Fkh2
13,568481,568500,Fkh2
13,573608,573630,Fkh2
13,575160,575182,Fkh2
13,578277,578299,Fkh2
13,579571,579593,Fkh2
13,581052,581071,Fkh2
13,581840,581859,Fkh2
13,582869,582888,Fkh2
13,585229,585248,Fkh2
13,586586,586605,Fkh2
13,587698,587720,Fkh2
13,587701,587723,Fkh2
13,587704,587726,Fkh2
13,587710,587732,Fkh2
13,587716,587738,Fkh2
13,587790,587812,Fkh2
13,588576,588598,Fkh2
13,588582,588604,Fkh2
13,588627,588649,Fkh2
13,588630,588652,Fkh2
13,588633,588655,Fkh2
13,588636,588658,Fkh2
13,588639,588661,Fkh2
13,588642,588664,Fkh2
13,588648,588670,Fkh2
13,590965,590984,Fkh2
13,593584,593606,Fkh2
13,593970,593989,Fkh2
13,600378,600400,Fkh2
13,602588,602610,Fkh2
13,604384,604403,Fkh2
13,607142,607164,Fkh2
13,607324,607346,Fkh2
13,610184,610206,Fkh2
13,610672,610691,Fkh2
13,610886,610908,Fkh2
13,616128,616147,Fkh2
13,617172,617191,Fkh2
13,618031,618053,Fkh2
13,618105,618127,Fkh2
13,618190,618212,Fkh2
13,619475,619494,Fkh2
13,621407,621429,Fkh2
13,623279,623298,Fkh2
13,624122,624141,Fkh2
13,625920,625939,Fkh2
13,626954,626976,Fkh2
13,628630,628652,Fkh2
13,630297,630316,Fkh2
13,631176,631198,Fkh2
13,633436,633458,Fkh2
13,634287,634306,Fkh2
13,634506,634525,Fkh2
13,636038,636057,Fkh2
13,636281,636300,Fkh2
13,636552,636571,Fkh2
13,638650,638672,Fkh2
13,640782,640801,Fkh2
13,640795,640817,Fkh2
13,642334,642353,Fkh2
13,642611,642630,Fkh2
13,642832,642854,Fkh2
13,645488,645507,Fkh2
13,649368,649387,Fkh2
13,651967,651989,Fkh2
13,659370,659389,Fkh2
13,659389,659408,Fkh2
13,659862,659884,Fkh2
13,662623,662642,Fkh2
13,663565,663584,Fkh2
13,668298,668317,Fkh2
13,668705,668727,Fkh2
13,669900,669919,Fkh2
13,671066,671085,Fkh2
13,671260,671282,Fkh2
13,671442,671461,Fkh2
13,671639,671658,Fkh2
13,675027,675049,Fkh2
13,677428,677450,Fkh2
13,679210,679229,Fkh2
13,685127,685146,Fkh2
13,694972,694994,Fkh2
13,694975,694997,Fkh2
13,695380,695402,Fkh2
13,696651,696670,Fkh2
13,696659,696678,Fkh2
13,697848,697870,Fkh2
13,698712,698731,Fkh2
13,699589,699611,Fkh2
13,701235,701254,Fkh2
13,701662,701684,Fkh2
13,702082,702101,Fkh2
13,704938,704960,Fkh2
13,707710,707729,Fkh2
13,708579,708601,Fkh2
13,712485,712504,Fkh2
13,713890,713909,Fkh2
13,714847,714866,Fkh2
13,718148,718170,Fkh2
13,720264,720286,Fkh2
13,723186,723208,Fkh2
13,724493,724512,Fkh2
13,727533,727552,Fkh2
13,729922,729941,Fkh2
13,733347,733369,Fkh2
13,733963,733985,Fkh2
13,734995,735017,Fkh2
13,735556,735578,Fkh2
13,741480,741499,Fkh2
13,742788,742810,Fkh2
13,742917,742939,Fkh2
13,742925,742947,Fkh2
13,752222,752244,Fkh2
13,755394,755413,Fkh2
13,755408,755430,Fkh2
13,757925,757947,Fkh2
13,761758,761777,Fkh2
13,763015,763037,Fkh2
13,769154,769176,Fkh2
13,772519,772541,Fkh2
13,773404,773423,Fkh2
13,774759,774781,Fkh2
13,777215,777237,Fkh2
13,778145,778164,Fkh2
13,778741,778760,Fkh2
13,779407,779426,Fkh2
13,779442,779461,Fkh2
13,782336,782355,Fkh2
13,793224,793246,Fkh2
13,794331,794350,Fkh2
13,795006,795028,Fkh2
13,795636,795655,Fkh2
13,796471,796490,Fkh2
13,798327,798349,Fkh2
13,798394,798416,Fkh2
13,798562,798584,Fkh2
13,798615,798637,Fkh2
13,806602,806621,Fkh2
13,807051,807073,Fkh2
13,808990,809009,Fkh2
13,810712,810734,Fkh2
13,810813,810835,Fkh2
13,810816,810838,Fkh2
13,811230,811252,Fkh2
13,811233,811255,Fkh2
13,811236,811258,Fkh2
13,811239,811261,Fkh2
13,811242,811264,Fkh2
13,811248,811270,Fkh2
13,813187,813206,Fkh2
13,813331,813353,Fkh2
13,815494,815516,Fkh2
13,816506,816525,Fkh2
13,818911,818930,Fkh2
13,820228,820247,Fkh2
13,822656,822678,Fkh2
13,825401,825420,Fkh2
13,827827,827849,Fkh2
13,828524,828546,Fkh2
13,828842,828861,Fkh2
13,832227,832246,Fkh2
13,833286,833305,Fkh2
13,835567,835586,Fkh2
13,839691,839713,Fkh2
13,845116,845135,Fkh2
